Variable,Mean_0,Median_0,Q1_0,Q3_0,Shapiro_p_0,Mode_0,Mean_1,Median_1,Q1_1,Q3_1,Shapiro_p_1,Mode_1,Levene_p
MINsNH2,5.504421525862316,5.502465556109576,5.398707669138046,5.608483061170254,1.2232953964898311e-06,5.097909746730784,5.510174692642236,5.514082337364465,5.38801465824552,5.6393573630221105,6.888403924394475e-06,5.084245661938937,0.03840838440197905
MINssNH,2.3509029023305987,2.365129743926336,2.251195088423205,2.4768349773958382,1.7093147975874282e-12,1.9399530964799867,2.336987288696813,2.347420591614438,2.2265229854016306,2.458311102490695,8.372295226339395e-11,1.9111480695059226,0.5725973591990898
MINsOH,9.748881066782735,9.784956217350642,9.57893365165786,9.918035313761056,1.0008557650861582e-07,8.825916481733103,9.76199440989438,9.78547720186855,9.61942153928899,9.977164157179029,2.768319733083442e-09,8.90562037130363,0.08502862501555761
MINdO,11.94454661014393,11.985161399535158,11.686330942341709,12.17465696387464,4.0730024723767424e-05,10.83849614555265,11.966314838260201,11.980130704110959,11.727392079767775,12.251932216146708,7.5466173795060305e-06,10.92157244811067,0.24702443482075512
ECIndex,14603.582403965303,10770.0,7737.0,18802.5,9.663179047018964e-31,8518.0,17565.1997471555,14678.0,9015.0,23652.5,2.2765825622058563e-23,9286.0,0.0004841198936042852
ETA_alpha,67.96427096241223,62.266666666666666,51.66666666666666,81.7,5.601566713785172e-22,46.26666666666666,74.52532659081331,72.46666666666667,55.599999999999994,89.93333333333334,2.3889371555619634e-14,42.93333333333333,0.0057248284140373785
ETA_beta,137.18432465923172,126.5,100.25,166.25,3.304871317285513e-21,94.75,151.590391908976,147.5,110.375,186.5,1.4901072268968865e-12,75.0,0.0519150462161999
AETA_beta,0.9206592229491727,0.9090909090909091,0.8636363636363636,0.9616365777080063,2.983586289506797e-14,0.9090909090909091,0.9306139214677953,0.925561797752809,0.88625,0.9759615384615384,0.00018410000572747224,0.8241758241758241,0.3692952600811419
ETA_beta_s,92.76053283767038,84.75,69.625,112.125,5.977187144684038e-22,69.5,101.56131479140329,97.5,75.0,124.0,3.829485020230895e-14,55.5,0.00993836499139452
ETA_beta_ns,44.42379182156134,40.5,31.5,55.75,3.383049224222646e-20,31.5,50.02907711757269,49.5,35.25,63.5,1.1469363162316112e-10,19.5,0.23258823081787633
AETA_beta_ns,0.2969621767338945,0.2863636363636364,0.2515926151349158,0.3319499931119989,6.774132716587803e-15,0.25,0.30645437898405087,0.3,0.26621040829673925,0.34800222133621916,4.888512479371579e-06,0.21428571428571427,0.4378214819724847
ETA_beta_ns_d,0.07992565055762081,0.0,0.0,0.0,1.9101941183181245e-48,0.0,0.13780025284450062,0.0,0.0,0.0,1.896559943130883e-42,0.0,0.00026231572518910343
ETA_eta,318.46846640063154,280.4584477679551,221.9293280493647,386.7788020122332,1.9036262754144314e-24,132.9765992312947,356.2709903662606,337.9016368560702,244.74048149792048,437.8133335595122,1.4699701202144177e-17,146.36400305106832,0.004536916913169006
AETA_eta,2.096428014446856,2.09185865795699,1.956791697483907,2.2213272958812107,0.008993109591725659,1.5300716672579788,2.146132286332346,2.1395032050331437,1.998317972361233,2.3027108872303397,0.0020959636674855154,1.6262667005674258,0.19366564417596988
ETA_eta_L,44.377799659789034,40.96382839761304,34.1868714877586,51.380545340801234,8.568960731519004e-22,31.484904895317843,48.26004109954834,46.55875364707269,36.23338827320229,57.34615870013203,2.8675379345878648e-15,28.937923883518852,0.00373619012963923
ETA_eta_R,560.9760971228659,487.8557354181904,383.8661833308139,704.765248868459,7.58752423724782e-25,450.94722668875795,628.5062786061308,595.8910711703044,420.02732817495405,791.2491164307605,2.198058818712705e-17,407.83780033313644,0.01067376170527039
AETA_eta_R,3.6712224953117047,3.6105761849423006,3.387271226062631,3.933277339330316,8.092705689172943e-12,3.607577813510064,3.7693776951117757,3.773829973450647,3.501840344799881,4.026542163492936,1.2352305551999e-06,3.4857931652404823,0.6309961332575245
ETA_eta_RL,70.18996207921413,64.27165757020418,53.255377936501695,84.38816555765843,5.939619632285914e-22,47.08014934475392,76.75327807660294,74.22485640618477,57.28462292508621,92.74846465960843,1.8589097282249208e-14,42.384679797394234,0.007623505880877166
ETA_eta_F,242.50763072223435,208.93740751420322,158.08189963136726,307.9380906284582,6.660409331810037e-25,90.9615674183957,272.2352882398701,255.52806465684557,176.50200425937675,345.55935709046923,3.3991678577997173e-17,98.93896463165768,0.0514886242394975
AETA_eta_F,1.5747944808648482,1.5663626685813772,1.389456888408371,1.7519509090212582,1.2618076302842807e-11,1.1078111919441693,1.6232454087794297,1.6190997737135158,1.4472962836807315,1.7951281652020654,6.098888217734497e-07,1.1459540153201238,0.08693268610086359
ETA_eta_FL,25.8121624194251,23.75347740101624,18.169732364683064,31.586627065758005,7.755958043750456e-21,15.595244449436077,28.493236977054597,28.02949998771873,20.75323029454949,35.462239773147886,1.953605082217172e-12,13.446755913875382,0.13018682341989632
ETA_eta_B,3.9324299218206686,3.611611109408372,2.8626050869814144,4.56819146505142,1.5867189288719663e-21,3.271983609705252,4.336662413709473,4.074541411006592,3.19950396463382,5.134552149004357,1.296564867844456e-15,3.029533764978858,0.6702945169061727
ETA_eta_BR,4.210358050693035,3.7910452421618928,3.1174493401845083,4.997973701801566,2.5739292001153475e-22,3.529983609705252,4.661744588172179,4.369046053962272,3.504033924483954,5.525005984391162,1.9837989963128134e-15,3.135686914861509,0.16811516833286122
ETA_dBeta,-48.336741016109045,-45.25,-56.5,-36.0,9.164334707346822e-18,-39.0,-51.53223767383059,-48.5,-63.125,-37.75,1.9558302106938703e-13,-36.0,0.05186785951367536
AETA_dBeta,-0.32673486948138364,-0.33620689655172414,-0.36351495726495725,-0.2950925299983099,1.6449007543347434e-15,-0.31435643564356436,-0.31770516349969347,-0.32608695652173914,-0.35460382085812714,-0.28067484662576686,1.690313923608639e-08,-0.3956043956043956,0.6899616512215738
fragCpx,925.8083271375464,509.31,196.19,1248.62,9.77484582781272e-34,100.31,1196.5236788874843,929.57,374.89,1814.145,3.4867996088491387e-25,90.3,0.014507321960671723
fMF,0.11493399916397509,0.11447811447811448,0.023762469414643328,0.18691588785046728,4.766807704123065e-21,0.0,0.1483272445837818,0.17277486910994763,0.03636378477210396,0.2290234262423319,6.653072595513192e-20,0.0,0.23759504975774273
nHBAcc,27.390334572490705,24.0,19.0,32.0,5.793974338222541e-23,18.0,29.72566371681416,28.0,21.0,36.0,1.015477606806105e-18,18.0,0.0055894883665709065
nHBDon,29.592317224287484,27.0,21.0,36.0,1.8800184096521182e-22,23.0,32.122629582806574,31.0,23.0,40.0,1.735279816722065e-15,25.0,0.0261298152279777
IC0,1.5931548455626476,1.5909248959107327,1.55736303574182,1.6269662044772115,1.2797122959793163e-07,1.5177142003098858,1.6007662725261702,1.5953288819736975,1.560980948115318,1.6231238212739423,7.490941117376331e-18,1.5495640069852048,0.00412891086308927
IC1,3.3355489461567083,3.3272239254574534,3.1447915407036335,3.5154537991405395,0.00010833822164570519,3.1433572835132293,3.380356588193443,3.3758121344990064,3.2200747476085083,3.589081828287844,3.2264449025909877e-07,2.8940583534868156,0.6706156333269903
IC2,4.8510325364257705,4.881860814448947,4.666627769562073,5.083699940186902,2.1630662016253637e-09,4.368000752825013,4.896254727961096,4.944250626819591,4.733907752362692,5.13076208751554,1.2307072801712136e-14,4.232593382528999,0.612369328853962
IC3,5.8455905636999015,5.908202169778217,5.60860088137891,6.1151424579133895,7.598351383187404e-13,5.162707676095329,5.90867265987479,6.000368371146752,5.708074742658116,6.204216946356654,8.556688568182448e-19,4.634451317034727,0.13651608917456257
IC4,6.449795710654454,6.492757947431247,6.200627495431771,6.80783836863686,2.1926224552035505e-13,6.785530184774972,6.53831855223697,6.637907450675401,6.31748693287749,6.9156355268650005,1.774823289470682e-19,5.00215908785583,0.08945678219565163
IC5,6.727005527358081,6.731428749123975,6.457069280949517,7.113312826202796,6.39066730308209e-11,7.084641084188504,6.824406990426036,6.9052488366243825,6.58634330722934,7.211962694382497,7.631288644195436e-17,5.516247061343453,0.1551608926479981
TIC0,500.97957110882385,449.32565614412994,379.83119073171895,592.7368691396973,1.7769439814319282e-22,338.0326474676716,546.8576521444356,528.1549732083218,410.53108759277734,652.9360709951566,2.9466445768096667e-15,314.5614934179966,0.012766630677577922
TIC1,1047.6955651276528,944.3423664719548,794.9670098921066,1276.7226091157586,9.936191531544073e-22,730.2836829597975,1154.4089655789755,1118.1320041308907,854.7987040727653,1395.9377883002821,5.125107759243494e-13,587.4938457578236,0.006778472147575149
TIC2,1526.6988321733181,1371.1296458523539,1150.1700665608284,1863.8247773618496,6.3758046839588595e-22,974.064167879978,1675.5552198888909,1602.9373575674597,1243.6756409996808,2027.995990115187,3.246099453402271e-14,859.2164566533868,0.003430928525484037
TIC3,1845.3552859168994,1652.6670873466298,1363.948829296187,2273.5195869446443,5.162854151941373e-22,1151.2838117692584,2028.552306346692,1910.7639152725076,1493.6505691722605,2447.8949452045563,1.525202586147077e-14,982.503679211362,0.0019864812932367418
TIC4,2041.2991386941496,1804.7151459561185,1497.8611050245104,2534.559888651185,5.18727555498701e-22,1723.5246669328428,2249.390358599792,2113.5000835419146,1641.8637236452043,2732.2328919564598,6.4352858959229e-15,1060.457726625436,0.002538164442909888
TIC5,2132.0110416835983,1875.8583478190635,1554.10641773927,2643.1950765576526,2.4064546560808046e-22,1799.4988353838799,2350.463441374813,2201.3793172114642,1700.0014137113462,2871.131058890869,1.7750671560776757e-15,1119.798153452721,0.0037696566221424883
SIC4,0.7837656577692602,0.7900213572775523,0.7596638030374481,0.819442359200725,3.505407700703899e-17,0.8493926661056729,0.7829845785373527,0.7971783129672295,0.761477798587931,0.8203649618764137,2.26081625242845e-22,0.647283977269997,0.16418100713801578
SIC5,0.8172620138713934,0.8259967866931888,0.7956694685179082,0.8528014813468339,5.606316978622452e-21,0.8868344867734489,0.817094840179981,0.8313388969491436,0.7991696711192184,0.8545789361991087,1.1563779166715585e-24,0.7196353977098893,0.23957729831576577
BIC4,0.7715391913430125,0.7789386784717248,0.7495295173814329,0.8058130346650285,4.96218402260461e-18,0.8347021712285045,0.7704745935240105,0.7850914839123782,0.7502007853926909,0.8068538654880382,7.499720088090541e-23,0.6406983079152148,0.14298989262387019
BIC5,0.804532040958268,0.8126872920772804,0.7850813848702098,0.8382108402728223,8.692178001738083e-22,0.8714964246442184,0.8040572457169736,0.8182229504645347,0.7866358138680607,0.8397365261472479,4.0507963767651133e-25,0.7119398249923183,0.24307580288596933
CIC0,6.641278816886073,6.587490168081344,6.349119627140215,6.91935436740784,6.0805343599571e-09,6.161875175804552,6.753888894853889,6.769690451288485,6.430023386038901,7.017452778090998,4.073141074835196e-08,6.115771910199972,0.12563053497174487
CIC1,4.898884716292013,4.902535659016175,4.582707948178003,5.193925223828074,0.5208874778625162,4.328926411822654,4.974298579186616,4.974851820663754,4.680652863162345,5.295454771032266,0.0006695979862901579,4.77127756369836,0.903378738084672
CIC2,3.3834011260229504,3.387117542906287,3.1220944315416097,3.653707026714414,0.00036017391188259253,2.9647676803394303,3.458400439418964,3.436515705683167,3.183588819697183,3.726269139238083,0.0002582210339633392,3.4327425346561773,0.6325045450554087
CIC3,2.3888430987488194,2.3862869246855185,2.123343639355109,2.624948534913873,5.5938190836972555e-11,1.8739901815688267,2.4459825075052684,2.3916579213599274,2.1378398417728466,2.6847817061593147,7.847535327992627e-13,3.093469137528472,0.2391189040514734
CIC4,1.7846379517942672,1.7362212265898966,1.4745180017978643,2.0038282611489575,1.9255083781010965e-17,1.2031545019971936,1.816336615143087,1.7027401034059961,1.4911300798233285,2.0185434389100902,1.6912586363668354e-20,2.725761366707369,0.08302956444678794
CIC5,1.5074281350906398,1.4432025251102578,1.2121654907961692,1.6906901258408733,8.496226348375257e-22,0.9040436025836618,1.5302481769540233,1.4156897642568946,1.2136102925381747,1.6993204356046911,9.143500026386719e-24,0.9924812221186192,0.10146696239213097
MIC0,15.702022614228552,15.482935083098106,15.002896410509813,16.22790113208653,2.1162790839219538e-20,14.567203154308588,15.90272659591835,15.553353621517283,15.083174149153695,16.33975046806688,6.960913988943583e-26,15.086514310165624,7.27529075921857e-05
MIC1,30.50785089146669,30.54048469087926,28.757693286455734,32.15190210630297,0.035126126628292786,28.297677453679945,30.947562681332396,30.85121604295307,29.27402733885751,32.64053752306295,4.443804638202116e-05,26.95390333657154,0.1953869766667881
MIC2,37.20324483699442,37.40907811990762,35.25358517652565,39.35954330853162,0.0007161102344979938,32.498503119265614,37.74649137428913,37.985216657901944,35.989803830520316,39.83698315037348,9.917273471241281e-08,31.567719565277994,0.11963296104904561
MIC3,42.715189302752506,43.16960937554792,40.342597277209656,45.520766563798446,3.500393670770794e-10,35.68867785800558,43.54497704427284,44.43396322425293,41.40726129534262,46.036177398591356,4.0454792653514336e-13,33.951628459610674,0.0662704617408789
MIC4,46.93893673576818,47.397869973786854,44.24408964726125,50.318245028926654,4.270716119640024e-08,47.634566001531866,47.977695767896165,48.784540466052015,45.30980065073015,50.93413317043651,3.612120964266361e-12,39.2971737083275,0.07671154984652642
MIC5,49.28752510156342,49.36140656501466,46.52057976809924,52.697717612547855,0.00020992051328830164,51.28600955211657,50.42781686353715,50.96839175636494,47.66662870504435,53.44210858573213,9.69574838351243e-09,46.778471936404614,0.12243528260748354
ZMIC0,497.7468770791338,451.8344557225953,378.2775673284964,598.1129961113586,3.892401021117583e-22,336.7940414277724,543.8980373950866,527.791119677926,405.505573274923,655.8545891036503,9.651092007348967e-15,306.84196736570334,0.012241901339066146
ZMIC1,264.6610437834007,243.34018804908695,202.3257194327719,299.80718062241226,3.1303526838346863e-22,171.13667806521426,286.3777914716143,278.9446994909093,212.60342397078955,339.9278137008979,1.1626332813600597e-16,181.11919039880394,0.04014195376385108
ZMIC2,174.24778333540124,162.31629908603708,134.92390454934417,195.0902538857589,3.1176918007985787e-21,128.23783276487762,188.46596103234637,182.8560912514742,143.0601500108583,220.58478836839635,9.80773505070104e-16,140.55966732329802,0.1048410435900771
ZMIC3,112.37546788271798,107.14869033286335,90.97310296579744,128.04182401143095,2.501919751890668e-24,83.13556763730384,120.27878437534649,117.10838374420416,96.06815091293527,135.60434567089834,8.028468081702494e-21,124.21822369548859,0.13894527091129955
ZMIC4,76.73815671316397,72.79649009946503,62.5909979617288,85.47626792730976,4.390923884322683e-32,51.275832376000864,81.06121924311782,74.79250027521876,64.39628223413038,90.57516692017064,1.6055466005856128e-29,88.57568343435096,0.06156123350921548
ZMIC5,64.12332930817253,60.293812958024105,52.309600055493746,69.91496612307913,1.6425573953662932e-35,42.23605322704324,67.51984668609461,62.274608060149326,53.77453120559929,73.9527362190945,1.9467024258321972e-32,43.55184223256144,0.11856813896227127
Kier1,142.25622069109954,128.0076923076923,108.07048320150365,168.13357187770612,1.4645528790577946e-22,95.20218682250919,155.10633446004462,147.399868832221,115.11796541410536,184.9740556408779,5.536710813423046e-16,91.0,0.032436933332225214
Kier2,79.22443041688388,70.75778546712803,59.693333333333335,93.42860796446504,2.95526115294984e-22,63.842199903513006,85.79327780845664,81.83902524237925,63.14624608639818,102.71992484665402,1.1234578897134962e-16,49.50625,0.05347225038137645
Kier3,56.88574546490334,51.31506780131815,43.091834115148544,66.72804923135203,2.3225885257611813e-21,42.53049671292914,61.305593612593924,59.710743801652896,45.32555555555555,72.20942902787664,1.1962344361524021e-17,40.0,0.47224097754571737
FilterItLogS,-14.541452020846702,-13.90285599674495,-16.664793225379782,-11.827537369256008,1.0249201741959781e-19,-15.575115998989435,-15.724035575493696,-15.225461564585004,-18.61552005978396,-12.285265897515028,1.2449078096284037e-12,-9.387214802469638,1.877699092330833e-05
VMcGowan,1656.1086988847603,1504.7800000000036,1269.8500000000035,1965.229999999999,3.8416571621181214e-22,1126.5000000000034,1807.9748166877382,1755.3500000000008,1367.1050000000034,2152.869999999998,3.9937229312213665e-15,1048.0900000000038,0.009025096314636839
LabuteASA,869.1473419829815,790.0893254791392,661.9622754296106,1045.2055247782628,3.7989004134537805e-22,590.2517897583951,952.4186064933976,924.5336059545361,711.2400371081951,1141.149043118342,1.2853728059653177e-14,536.3963940461051,0.006320288387703722
PEOE_VSA1,153.78863807126308,138.56913531937616,112.98362254852188,186.99631881369146,7.852592645332317e-22,97.57632802872763,164.19854207867888,156.05735912762182,122.36291959189158,199.28181501760454,1.7903423812466055e-15,90.58838038692248,0.04694986595994142
PEOE_VSA2,94.79275502072855,85.1956106595392,67.12352057700551,115.06889241772379,1.8268465744061366e-23,57.53444620886186,104.29171171696314,97.12023652487588,73.76229702623642,129.45250396993927,6.604493923613303e-17,57.53444620886186,0.1748152665876939
PEOE_VSA3,6.229556295229359,4.794537184071822,4.794537184071822,4.794537184071822,1.1013430546759955e-38,4.794537184071822,6.328611154293286,4.794537184071822,4.794537184071822,4.794537184071822,4.00815356197016e-40,4.794537184071822,0.6860466669581844
PEOE_VSA4,6.861285990014928,0.0,0.0,11.761884949391115,2.8370975856026835e-40,0.0,12.200177909390407,0.0,0.0,23.52376989878223,1.3968955711688817e-37,0.0,1.4529095355182977e-09
PEOE_VSA6,121.58355049771556,118.83167220799233,98.03169435398846,142.84930451345377,2.72512074995118e-16,83.08484639628746,146.41265109000472,142.17499420075123,115.90510725984089,172.4362208519065,4.605949147061457e-12,110.77979519504994,0.001619702478677874
PEOE_VSA7,199.23208236797123,192.26301768849757,155.8014166289815,229.27478411646302,2.0939046002491227e-20,138.40639306058006,201.25177263169456,188.7094258169165,142.3738641161279,244.46524332218627,1.4472816819065066e-18,119.10205215799304,2.254848288327536e-06
PEOE_VSA8,41.38942402157788,32.22804289761661,12.841643245852019,59.65884544777936,9.9229434453138e-24,0.0,47.24715889811553,37.43686327117075,23.520590126620142,73.41385572699649,1.5724853223664175e-17,0.0,0.932148575828823
PEOE_VSA9,29.10502693114584,25.614300822499466,12.648722793660879,42.73305976203484,1.73483686881968e-20,6.041840829147961,33.124317491156454,26.241151182250643,15.638426413893399,44.99384036365982,7.102342707338557e-21,6.041840829147961,0.005172109900135326
PEOE_VSA10,99.11142938900745,90.62761243721938,72.50208994977551,115.15172683264382,1.330866014136158e-22,72.50208994977551,109.45418567568458,108.4608059287992,78.54393077892347,132.9204982412551,3.0542811551362843e-16,66.46024912062755,0.009703939566824672
PEOE_VSA11,6.226122063536408,0.0,0.0,11.91910913748767,8.571846338956794e-39,0.0,7.331403682617163,0.0,0.0,11.91910913748767,8.819470990282262e-36,0.0,0.05175210064354318
PEOE_VSA12,107.08318743579082,94.51487566962412,70.88615675221807,129.95795404573317,7.227934262879187e-24,70.88615675221807,117.74032315165087,112.23641485767865,82.7005162109211,141.77231350443617,1.2674155102448646e-18,70.88615675221807,0.049570158545228754
SMR_VSA1,107.04284205857708,96.20273389220536,72.5420381826151,126.21791783971186,5.615489046052846e-25,67.43551078777439,117.69594245900538,106.1037984711179,82.13111255075876,139.97754897038956,7.706014569926225e-21,67.43551078777439,0.15215487376990824
SMR_VSA2,5.603669262009557,0.0,0.0,10.818567211583044,6.501715462403786e-39,0.0,6.612866304425287,0.0,0.0,10.818567211583044,6.925441627594909e-36,0.0,0.05001629674903879
SMR_VSA3,104.87783717425873,95.03657470599573,74.10223037302953,131.04722524828475,5.707068679629903e-22,63.80146324807598,115.8905923800235,109.82037268864391,79.75182906009498,147.78758187290316,8.833884629809914e-16,63.80146324807598,0.0159292445948479
SMR_VSA4,67.55078707887883,64.17577366277928,52.5242001394557,81.19253752526663,2.3687787198474223e-11,52.339961570456495,69.490968333862,64.36001223177848,52.89267727745411,81.56101466326504,2.3875377839719834e-15,64.17577366277928,0.3419454386175649
SMR_VSA5,330.26077300207834,310.69248644981644,257.43818594233653,376.15049263932394,3.686923828136708e-18,196.25463341585083,353.12586222142033,343.41626847937937,269.6526562915916,418.5092565941077,8.529961454127622e-14,247.86908216786372,0.00840210144233817
SMR_VSA6,51.99171853341461,45.875420399988364,32.84803314676356,65.1137382181432,2.232779447528392e-19,39.26853843547545,56.01186513071388,52.358051247300594,37.684732837143876,71.99232046503832,4.571445422735289e-17,39.26853843547545,0.0020901299480707972
SMR_VSA7,68.83733911062276,54.243854978382586,35.89528683400505,104.7179152193601,1.218101517565705e-25,0.0,84.65052543210682,71.92105017116157,36.02576333715651,108.07729001146957,7.31628192259795e-19,0.0,0.4536964900612953
SMR_VSA9,0.9190669473279105,0.0,0.0,0.0,1.9101941183181245e-48,0.0,1.5845683687179413,0.0,0.0,0.0,1.896559943130883e-42,0.0,0.00026231572518910343
SlogP_VSA1,133.048090804683,119.88750140023029,97.78658923789325,157.52190050143042,4.830793824108058e-21,92.46980063388692,140.78719579166446,136.25474608540512,102.68649896874373,172.0131902574039,9.023084175804028e-16,81.00246567956255,0.20185368454419525
SlogP_VSA2,300.5805563278917,269.48550066182713,219.6777561207708,363.1619032528905,8.221555768370309e-23,186.6849458375844,329.7712155939029,306.5900250242086,238.39647490703305,396.1693498156351,4.2366928132828794e-18,191.48332649208314,0.0035058836435245323
SlogP_VSA3,107.2286842704413,94.43309150756376,78.33887938400335,132.78938898013837,1.5493836839334251e-22,83.13341656807518,118.72807315496189,111.98495580499689,86.34382737953818,148.75712690496266,3.7807380284578515e-16,62.32898339293368,0.004493215331352592
SlogP_VSA4,35.867855448512735,35.507436276968356,27.809351689512418,46.07169226836646,2.616057411114466e-14,35.507436276968356,41.48437083180614,41.42534232312975,33.47294651548887,47.34324836929114,1.5573802320241832e-11,41.42534232312975,0.8918920404347649
SlogP_VSA5,224.0458862132976,213.51294116186625,177.6824304777197,257.3121060882306,6.19876456044353e-15,114.15697099481059,235.67172045194988,227.14726010234676,181.40883304723616,282.53794125938816,1.1783341001825028e-12,138.9828873552856,0.0036727281307936724
SlogP_VSA6,56.994508080618075,42.98647549183713,30.33183534230805,85.38580671949268,1.009204564398e-25,0.0,70.17446371347863,60.794147187767564,30.462311845459514,91.38693553637857,4.791500533018812e-19,0.0,0.5132980607818458
SlogP_VSA8,8.200836968740026,0.0,0.0,10.902924932081056,8.81981609352995e-37,0.0,7.291589493136383,0.0,0.0,10.902924932081056,1.8626005655043422e-37,0.0,0.13509581143512753
SlogP_VSA11,0.9190669473279105,0.0,0.0,0.0,1.9101941183181245e-48,0.0,1.5845683687179413,0.0,0.0,0.0,1.896559943130883e-42,0.0,0.00026231572518910343
EState_VSA1,265.64439576657196,234.50816028716184,174.03500732812023,323.58088718907055,2.2068972902794716e-24,155.3993928190934,292.43615552133605,269.8929441237173,199.480312383328,355.0505112169644,2.3498174928031e-19,155.3993928190934,0.12324099542545949
EState_VSA2,138.42000110780845,127.74128799752265,100.50617532551405,171.05854445828896,4.553361232586347e-22,107.51410963164341,152.80199601695406,145.65000887847194,108.62331673994521,186.19332783070402,9.802178038546051e-17,105.88142811836299,0.09955095263657464
EState_VSA3,60.43314063589575,57.911329389320656,37.667559606327046,79.80285982265767,1.4331443691118302e-10,31.246737983401033,53.03842977536434,48.57048453840811,31.246737983401033,69.9610698360069,3.2857418835029286e-18,12.841643245852019,0.026254622386983853
EState_VSA4,6.188970048176866,5.563451491696996,0.0,10.902924932081056,1.218783600849951e-32,0.0,7.97830959198324,5.563451491696996,0.0,10.902924932081056,2.1299414035371956e-31,0.0,0.027243379914665147
EState_VSA5,29.94227725310486,23.647293861082204,11.761884949391115,44.49622813882348,6.496420029906909e-26,0.0,33.06335325309733,25.67112132992235,12.524163646377618,49.95716992569109,2.2020472343888982e-20,0.0,0.1524343624328439
EState_VSA6,94.91326866409628,96.9323207956687,67.65310823759967,124.62726959443118,3.86565129160844e-13,83.08484639628746,111.11788857007515,112.885040763528,78.59448823520427,138.76423560263018,3.55087294619448e-10,69.23737199690622,0.5545274587496904
EState_VSA7,21.508334013623173,13.847474399381248,0.0,32.046575604766076,3.312987077236985e-31,0.0,25.275781313557577,18.19910120538483,0.0,38.112942673227685,1.6632335280770076e-29,0.0,0.26676097258378584
EState_VSA8,106.76327134928768,94.70376462293662,74.10223037302953,132.58690501709918,2.123975076329738e-22,63.80146324807598,123.053188696729,115.64298456413363,79.75182906009498,153.52124935006535,3.7554273756533906e-18,63.80146324807598,9.7074448352289e-07
EState_VSA9,43.048464931177044,39.81128846876463,28.668337385810926,51.603007294459665,1.2289381451436457e-26,28.668337385810926,41.39372478204553,34.40200486297311,28.343953514440262,56.0391392861392,5.273148081562316e-19,28.668337385810926,0.022551661183314416
EState_VSA10,95.49539352482651,82.13111255075876,67.43551078777439,118.40213164206635,4.510627296055656e-19,67.43551078777439,104.13287684730649,96.51472410297424,72.5420381826151,130.07648439147704,1.4442733534547609e-16,77.64856557745581,0.6730239711258399
VSA_EState2,279.9938675327948,242.77327819683808,194.4631548834708,339.2521393161254,5.313168138406713e-24,146.10112846287515,306.28355391167634,284.8177311097627,213.69693982647595,378.59203607882046,4.971052161028842e-18,155.33396703165755,0.044470177019026114
VSA_EState3,82.02339293219676,73.61904624526356,54.66293429208046,102.97148461808351,8.613820762707147e-25,33.34186117160939,92.97449740096931,84.98180048056952,63.35305742883894,116.23962125847201,1.4444797994935214e-18,38.650405218330384,0.08468017222667801
VSA_EState4,39.13668526023843,36.16679903151078,29.50818179115557,47.12975532337046,4.15412388280932e-20,6.006772613411828,36.68930720955584,34.571650144160095,24.69575648519242,46.29428989208647,1.741628212523237e-15,6.675352828677434,0.0443021196795346
VSA_EState5,-21.13488946583318,-18.155101501505207,-26.091709757723223,-12.779139886475287,6.643039662714558e-25,-66.35688872244884,-23.58002517714213,-21.087314381412465,-29.4749328896679,-15.636952811851074,3.3527224609658774e-20,-63.5792112479899,0.25666959104316966
VSA_EState6,-10.759191895370211,-10.527738129271558,-19.615011579519056,-4.08082181969106,1.0062428203099284e-09,-58.25292609389788,-9.806591681145786,-10.251741892234916,-19.194846958751235,-0.5910179486196115,2.1610700664635362e-07,-48.430196380553255,0.9447451571113086
VSA_EState7,3.4039993235421564,3.7762411430658656,0.8960276515861618,6.453074005491313,4.950192141861969e-14,-25.350011580900972,2.632311700262188,2.818703647417509,0.574533516911758,5.739956796403511,7.342674604723175e-13,-17.597284871992287,0.4247887434595293
VSA_EState8,19.23898959347251,19.840083314438424,13.982179379679522,24.735633203234883,1.0108932533375415e-05,-2.77939068244761,21.45375299770706,22.266401128905922,15.601952206162167,27.554591799682207,0.00043589606627052045,-3.324018233875292,0.06251995090362288
MDEC-22,1.4754068903683217,0.0,0.0,0.0,1.841919182368068e-46,0.0,1.2046218634060095,0.0,0.0,0.0,8.416376835033918e-47,0.0,0.21421984990327358
MDEO-11,5.450312516034258,6.58738220802367,0.0,9.092601400071493,5.1298485049740785e-27,0.0,4.974688410442766,6.58738220802367,0.0,9.478542877651883,2.9553737252021265e-30,0.0,1.021680504117379e-08
MDEN-12,4.489763028690488,4.52733575922591,2.188386370453137,6.374008411111754,3.297711301225868e-17,0.0,4.091080677968729,4.077470762746331,1.3838148201895077,6.13846086057177,1.6039817109396193e-18,0.0,0.15040143061085717
MDEN-22,6.369656184073555,7.263960319353693,0.0,9.816344977337899,2.2115220275526775e-23,0.0,6.16230701464387,7.378919921064168,0.0,10.529832611298973,3.961077033068752e-26,0.0,0.0002051083633081201
MID,291.20407742257964,265.8193873093674,221.11206576827823,350.979756384183,6.77403704092154e-22,245.43814630606667,318.78030714998727,308.45020606725393,237.98383230765506,385.91428665167155,2.5793983712285495e-14,228.48982089990056,0.00875133088653019
MID_h,92.86838343052534,82.97206977093325,66.93476469818138,113.43923302906765,1.1964718579809172e-22,73.67779873570343,101.19616419619139,96.19588204843268,73.71643872062126,123.48342313888945,2.138785953555255e-16,71.79623528138397,0.01708842224340101
